#Extended Data Table 4. Differentially H3K27ac acetylated loci between 2nd and 3rd trimester CTBs														
	seqnames	start	end	width	strand	Conc	Conc_second.CTB	Conc_third.CTB	Fold	absFC	p.value	FDR	nglogP	nglogFDR
7524	chr14	64853604	64856057	2454	*	8.59	7.54	9.19	-1.65	1.65	2.13E-07	1.39E-06	6.671620397	5.8569852
2796	chr10	7271668	7275510	3843	*	9.32	8.27	9.92	-1.65	1.65	2.34E-07	1.50E-06	6.630784143	5.823908741
16691	chr3	57230497	57231756	1260	*	8.14	7.09	8.74	-1.65	1.65	2.46E-07	1.56E-06	6.609064893	5.806875402
20702	chr6	27486164	27487888	1725	*	8.2	7.15	8.81	-1.65	1.65	2.66E-07	1.66E-06	6.575118363	5.779891912
22370	chr7	41142514	41144547	2034	*	8.13	8.73	7.08	1.65	1.65	3.37E-07	1.99E-06	6.472370099	5.701146924
9525	chr16	74699752	74700875	1124	*	8.46	7.41	9.06	-1.65	1.65	3.41E-07	2.01E-06	6.467245621	5.696803943
1085	chr1	82168218	82170657	2440	*	8.72	9.33	7.67	1.65	1.65	3.53E-07	2.07E-06	6.452225295	5.684029655
525	chr1	29522322	29524647	2326	*	9.13	9.74	8.09	1.65	1.65	4.63E-07	2.59E-06	6.334419009	5.586700236
18894	chr4	183125649	183134904	9256	*	10.9	9.85	11.5	-1.65	1.65	4.85E-07	2.69E-06	6.314258261	5.57024772
16020	chr22	43321744	43332701	10958	*	10.67	11.27	9.62	1.65	1.65	5.08E-07	2.79E-06	6.294136288	5.554395797
10524	chr17	57442391	57447382	4992	*	9.95	10.55	8.9	1.65	1.65	5.26E-07	2.87E-06	6.279014256	5.542118103
22388	chr7	42950630	42952317	1688	*	8.58	7.53	9.18	-1.65	1.65	5.72E-07	3.06E-06	6.242603971	5.514278574
18166	chr4	56716542	56721119	4578	*	9.72	8.67	10.32	-1.65	1.65	6.72E-07	3.47E-06	6.172630727	5.459670525
3190	chr10	52164903	52168001	3099	*	9.15	9.75	8.1	1.65	1.65	7.15E-07	3.65E-06	6.145693958	5.437707136
6310	chr12	112544819	112547739	2921	*	9.91	8.86	10.51	-1.65	1.65	7.24E-07	3.69E-06	6.140261434	5.432973634
18633	chr4	140577685	140580259	2575	*	8.95	9.55	7.9	1.65	1.65	7.33E-07	3.73E-06	6.134896025	5.428291168
19583	chr5	94888813	94893046	4234	*	9.81	8.77	10.41	-1.65	1.65	7.56E-07	3.82E-06	6.121478204	5.417936637
16263	chr3	16409641	16413505	3865	*	10.1	10.7	9.05	1.65	1.65	7.79E-07	3.90E-06	6.108462542	5.408935393
8960	chr16	8890763	8892860	2098	*	9.13	8.08	9.73	-1.65	1.65	8.18E-07	4.06E-06	6.087246696	5.391473966
22730	chr7	92860334	92862433	2100	*	9.68	8.64	10.29	-1.65	1.65	1.02E-06	4.86E-06	5.991399828	5.313363731
14134	chr2	197108643	197111935	3293	*	9.5	10.1	8.46	1.65	1.65	1.02E-06	4.86E-06	5.991399828	5.313363731
18668	chr4	144256233	144270584	14352	*	11.22	10.17	11.82	-1.65	1.65	1.18E-06	5.45E-06	5.928117993	5.263603498
18053	chr4	40322674	40325532	2859	*	8.66	9.26	7.61	1.65	1.65	1.24E-06	5.67E-06	5.906578315	5.246416941
5029	chr11	111935644	111937997	2354	*	8.09	8.69	7.04	1.65	1.65	1.45E-06	6.48E-06	5.838631998	5.188424994
16971	chr3	110342679	110345785	3107	*	8.8	7.75	9.4	-1.65	1.65	1.53E-06	6.77E-06	5.815308569	5.169411331
20686	chr6	26595983	26598214	2232	*	8.77	7.72	9.37	-1.65	1.65	1.63E-06	7.12E-06	5.787812396	5.147520006
25484	chr9	123341473	123342918	1446	*	8.14	7.09	8.74	-1.65	1.65	2.06E-06	8.63E-06	5.68613278	5.063989204
24235	chr8	102346367	102349994	3628	*	8.34	8.94	7.3	1.65	1.65	2.29E-06	9.42E-06	5.640164518	5.025949097
23277	chr7	143594406	143599749	5344	*	10.02	8.97	10.62	-1.65	1.65	2.32E-06	9.51E-06	5.634512015	5.021819483
9301	chr16	54960558	54963510	2953	*	8.88	7.83	9.48	-1.65	1.65	2.61E-06	1.05E-05	5.583359493	4.978810701
2300	chr1	212374012	212377061	3050	*	8.64	9.24	7.59	1.65	1.65	2.65E-06	1.06E-05	5.576754126	4.974694135
25640	chr9	132222341	132224805	2465	*	9.72	10.32	8.67	1.65	1.65	2.72E-06	1.08E-05	5.565431096	4.966576245
22003	chr7	915050	918384	3335	*	9.19	8.14	9.79	-1.65	1.65	2.94E-06	1.15E-05	5.53165267	4.93930216
12947	chr2	36957657	36962326	4670	*	9.59	10.2	8.54	1.65	1.65	3.00E-06	1.18E-05	5.522878745	4.928117993
2124	chr1	200382114	200387495	5382	*	11.01	11.61	9.95	1.65	1.65	3.19E-06	1.24E-05	5.496209317	4.906578315
11583	chr19	4712118	4716319	4202	*	8.72	9.32	7.67	1.65	1.65	3.80E-06	1.43E-05	5.420216403	4.844663963
14925	chr20	36737002	36740881	3880	*	8.4	7.35	9	-1.65	1.65	4.08E-06	1.51E-05	5.389339837	4.821023053
13050	chr2	46298669	46303090	4422	*	8.67	9.27	7.63	1.65	1.65	4.75E-06	1.72E-05	5.32330639	4.764471553
11159	chr18	33037404	33041434	4031	*	10.6	11.2	9.55	1.65	1.65	5.24E-06	1.87E-05	5.280668713	4.728158393
15232	chr20	61860570	61866210	5641	*	11.28	11.88	10.23	1.65	1.65	6.64E-06	2.28E-05	5.177831921	4.642065153
5911	chr12	67449101	67451511	2411	*	8.75	9.35	7.71	1.65	1.65	6.82E-06	2.33E-05	5.166215625	4.632644079
24098	chr8	86402930	86405169	2240	*	8.69	9.3	7.64	1.65	1.65	7.37E-06	2.49E-05	5.132532512	4.603800653
2363	chr1	218660633	218664027	3395	*	9.26	9.86	8.21	1.65	1.65	8.33E-06	2.77E-05	5.079354999	4.557520231
5428	chr12	19188535	19190538	2004	*	8.33	8.93	7.28	1.65	1.65	9.30E-06	3.04E-05	5.031517051	4.517126416
2929	chr10	21615690	21621316	5627	*	10.48	11.08	9.43	1.65	1.65	1.01E-05	3.26E-05	4.995678626	4.4867824
22844	chr7	100464158	100466199	2042	*	9.03	7.98	9.63	-1.65	1.65	1.02E-05	3.27E-05	4.991399828	4.485452247
9620	chr16	82090990	82094328	3339	*	8.11	7.06	8.71	-1.65	1.65	1.20E-05	3.77E-05	4.920818754	4.42365865
25388	chr9	112950616	112959424	8809	*	11.02	11.62	9.97	1.65	1.65	4.85E-05	0.000126	4.314258261	3.899629455
25282	chr9	101261449	101266661	5213	*	10.29	10.89	9.24	1.65	1.65	6.33E-05	0.000159	4.19859629	3.798602876
22324	chr7	33972695	33974853	2159	*	8.41	9.01	7.36	1.65	1.65	0.000287	0.000609	3.542118103	3.215382707
17919	chr4	13921483	13922716	1234	*	8.56	9.16	7.51	1.65	1.65	0.00189	0.00334	2.723538196	2.476253533
23691	chr8	29197999	29200556	2558	*	8.08	8.68	7.03	1.65	1.65	0.00196	0.00345	2.707743929	2.462180905
23443	chr8	4482191	4483724	1534	*	8.25	7.2	8.86	-1.65	1.65	0.0022	0.00385	2.657577319	2.41453927
23411	chr7	157077726	157083113	5388	*	9.86	10.46	8.81	1.65	1.65	0.00228	0.00398	2.642065153	2.400116928
13709	chr2	130728042	130733125	5084	*	9.88	10.49	8.83	1.66	1.66	4.34E-08	4.05E-07	7.36251027	6.392544977
12908	chr2	32852346	32853908	1563	*	8.23	7.17	8.83	-1.66	1.66	5.29E-08	4.73E-07	7.276544328	6.325138859
18320	chr4	83371224	83374670	3447	*	9.02	9.63	7.96	1.66	1.66	5.78E-08	5.08E-07	7.238072162	6.294136288
651	chr1	37979224	37981170	1947	*	8.94	7.88	9.54	-1.66	1.66	6.05E-08	5.26E-07	7.218244625	6.279014256
13194	chr2	62608783	62611226	2444	*	9.07	8.01	9.68	-1.66	1.66	9.94E-08	7.75E-07	7.002613616	6.110698297
11104	chr18	23096621	23099600	2980	*	8.83	7.77	9.44	-1.66	1.66	1.29E-07	9.52E-07	6.88941029	6.021363052
16491	chr3	45016202	45018951	2750	*	10.58	9.53	11.18	-1.66	1.66	1.40E-07	1.01E-06	6.853871964	5.995678626
15602	chr22	19811013	19816164	5152	*	9.33	8.28	9.94	-1.66	1.66	1.80E-07	1.23E-06	6.744727495	5.910094889
17978	chr4	25377340	25381466	4127	*	8.84	7.78	9.44	-1.66	1.66	2.02E-07	1.34E-06	6.694648631	5.872895202
14422	chr2	228189165	228191242	2078	*	9.22	8.16	9.82	-1.66	1.66	2.35E-07	1.51E-06	6.628932138	5.821023053
7169	chr14	20928156	20930689	2534	*	9.12	8.07	9.73	-1.66	1.66	2.41E-07	1.54E-06	6.617982957	5.812479279
6052	chr12	89917984	89920559	2576	*	8.76	7.7	9.36	-1.66	1.66	2.69E-07	1.67E-06	6.57024772	5.777283529
18112	chr4	48343460	48345679	2220	*	9.18	8.12	9.78	-1.66	1.66	2.86E-07	1.75E-06	6.543633967	5.756961951
11273	chr18	47720493	47722114	1622	*	8.12	7.06	8.73	-1.66	1.66	2.94E-07	1.79E-06	6.53165267	5.747146969
16703	chr3	57972169	57975812	3644	*	9.4	10	8.35	1.66	1.66	3.20E-07	1.91E-06	6.494850022	5.718966633
17567	chr3	177001720	177006384	4665	*	10.77	11.37	9.71	1.66	1.66	4.57E-07	2.56E-06	6.3400838	5.591760035
8405	chr15	64384869	64387039	2171	*	8.95	7.89	9.55	-1.66	1.66	5.48E-07	2.96E-06	6.261219442	5.528708289
7206	chr14	23539557	23542393	2837	*	8.14	7.08	8.74	-1.66	1.66	6.03E-07	3.19E-06	6.219682688	5.496209317
20475	chr6	11316686	11319801	3116	*	8.88	9.49	7.82	1.66	1.66	6.38E-07	3.32E-06	6.195179321	5.478861916
22052	chr7	5463677	5470631	6955	*	10.6	9.55	11.21	-1.66	1.66	6.46E-07	3.36E-06	6.189767482	5.473660723
8725	chr15	89920790	89923808	3019	*	9.83	10.43	8.77	1.66	1.66	6.93E-07	3.56E-06	6.159266765	5.448550002
16499	chr3	45634443	45636290	1848	*	8.1	7.05	8.71	-1.66	1.66	1.06E-06	5.01E-06	5.974694135	5.300162274
5554	chr12	32588588	32593051	4464	*	10.33	10.93	9.27	1.66	1.66	1.14E-06	5.33E-06	5.943095149	5.273272791
4192	chr11	20407851	20410262	2412	*	9.14	8.08	9.74	-1.66	1.66	1.24E-06	5.67E-06	5.906578315	5.246416941
6946	chr13	76239693	76243304	3612	*	9.76	8.7	10.36	-1.66	1.66	1.41E-06	6.33E-06	5.850780887	5.19859629
22877	chr7	101654469	101658462	3994	*	9.83	8.77	10.43	-1.66	1.66	1.58E-06	6.92E-06	5.801342913	5.159893906
7334	chr14	49971086	49973642	2557	*	9.41	8.35	10.01	-1.66	1.66	1.70E-06	7.36E-06	5.769551079	5.133122186
13879	chr2	162925662	162931474	5813	*	9.55	8.49	10.15	-1.66	1.66	1.71E-06	7.40E-06	5.76700389	5.13076828
5711	chr12	51421675	51423841	2167	*	8.37	7.31	8.97	-1.66	1.66	2.08E-06	8.68E-06	5.681936665	5.061480275
20385	chr6	4446190	4453411	7222	*	11.04	11.64	9.98	1.66	1.66	2.24E-06	9.24E-06	5.649751982	5.034328029
22496	chr7	55154754	55170893	16140	*	10.36	9.31	10.97	-1.66	1.66	2.37E-06	9.68E-06	5.625251654	5.014124643
21180	chr6	79946002	79951479	5478	*	10.16	10.77	9.11	1.66	1.66	2.38E-06	9.71E-06	5.623423043	5.01278077
1724	chr1	156570488	156571895	1408	*	7.94	6.88	8.55	-1.66	1.66	2.97E-06	1.16E-05	5.527243551	4.935542011
17542	chr3	173112037	173116849	4813	*	10.23	9.17	10.83	-1.66	1.66	3.02E-06	1.18E-05	5.519993057	4.928117993
22896	chr7	102987524	102989774	2251	*	9.09	8.04	9.7	-1.66	1.66	3.53E-06	1.34E-05	5.452225295	4.872895202
22405	chr7	44511714	44514248	2535	*	10.27	10.87	9.22	1.66	1.66	4.01E-06	1.49E-05	5.396855627	4.826813732
25039	chr9	81806829	81810079	3251	*	9.56	10.17	8.51	1.66	1.66	4.14E-06	1.53E-05	5.382999659	4.815308569
4586	chr11	66797074	66801679	4606	*	10.88	11.49	9.82	1.66	1.66	4.71E-06	1.71E-05	5.326979093	4.76700389
13152	chr2	56142203	56152371	10169	*	9.91	8.85	10.51	-1.66	1.66	5.06E-06	1.81E-05	5.295849483	4.742321425
24313	chr8	110642771	110646774	4004	*	9.57	10.17	8.51	1.66	1.66	5.12E-06	1.83E-05	5.290730039	4.73754891
536	chr1	31505507	31508610	3104	*	8.72	7.66	9.32	-1.66	1.66	5.22E-06	1.86E-05	5.282329497	4.730487056
4093	chr11	12104604	12113112	8509	*	10.39	11	9.34	1.66	1.66	5.43E-06	1.92E-05	5.26520017	4.716698771
1897	chr1	174185852	174188387	2536	*	8.68	9.29	7.63	1.66	1.66	5.66E-06	1.99E-05	5.247183569	4.701146924
7763	chr14	88998412	89002624	4213	*	9.79	10.39	8.73	1.66	1.66	6.94E-06	2.37E-05	5.15864053	4.625251654
8170	chr15	42799052	42805429	6378	*	10.32	10.92	9.26	1.66	1.66	7.24E-06	2.45E-05	5.140261434	4.610833916
21895	chr6	159415397	159417779	2383	*	8.41	9.02	7.36	1.66	1.66	7.47E-06	2.51E-05	5.126679398	4.600326279
12600	chr2	437373	438799	1427	*	8.24	7.18	8.85	-1.66	1.66	7.76E-06	2.60E-05	5.110138279	4.585026652
16469	chr3	42631272	42633309	2038	*	8.26	7.2	8.86	-1.66	1.66	8.82E-06	2.90E-05	5.054531415	4.537602002
23339	chr7	151156487	151158277	1791	*	8.23	7.17	8.83	-1.66	1.66	1.00E-05	3.23E-05	5	4.490797478
2538	chr1	234673916	234677211	3296	*	8.92	7.87	9.53	-1.66	1.66	1.04E-05	3.32E-05	4.982966661	4.478861916
12235	chr19	43435485	43437097	1613	*	8.72	9.32	7.66	1.66	1.66	1.20E-05	3.77E-05	4.920818754	4.42365865
8806	chr15	96794600	96797562	2963	*	8.4	7.34	9	-1.66	1.66	1.23E-05	3.86E-05	4.910094889	4.413412695
13550	chr2	102677239	102683415	6177	*	10.7	11.31	9.64	1.66	1.66	1.24E-05	3.87E-05	4.906578315	4.412289035
9654	chr16	85504633	85512622	7990	*	10.59	11.19	9.53	1.66	1.66	1.56E-05	4.72E-05	4.806875402	4.326058001
16707	chr3	58011036	58016275	5240	*	8.25	8.85	7.2	1.66	1.66	1.93E-05	5.65E-05	4.714442691	4.247951552
22663	chr7	79837456	79843842	6387	*	9.44	8.38	10.04	-1.66	1.66	2.06E-05	5.99E-05	4.68613278	4.222573178
17576	chr3	177545058	177546209	1152	*	8.32	8.93	7.26	1.66	1.66	2.21E-05	6.37E-05	4.655607726	4.195860568
21489	chr6	121987131	121989403	2273	*	8.4	9.01	7.34	1.66	1.66	2.60E-05	7.32E-05	4.585026652	4.135488919
259	chr1	17525454	17528417	2964	*	9.65	10.25	8.59	1.66	1.66	3.84E-05	0.000103	4.415668776	3.987162775
12754	chr2	20714108	20715817	1710	*	8.87	9.47	7.81	1.66	1.66	4.09E-05	0.000108	4.388276692	3.966576245
22664	chr7	79872335	79873357	1023	*	8.82	9.42	7.77	1.66	1.66	4.51E-05	0.000118	4.345823458	3.928117993
13717	chr2	131855886	131857674	1789	*	7.99	8.59	6.93	1.66	1.66	4.69E-05	0.000122	4.328827157	3.913640169
12226	chr19	42983301	42986621	3321	*	9.54	10.15	8.48	1.66	1.66	7.04E-05	0.000175	4.152427341	3.756961951
24334	chr8	120999645	121004673	5029	*	8.89	9.49	7.83	1.66	1.66	0.00023	5.00E-04	3.638272164	3.301029996
16167	chr3	11518481	11520829	2349	*	8.11	8.71	7.05	1.66	1.66	0.000471	0.000953	3.326979093	3.020907099
17170	chr3	129314989	129318415	3427	*	9.17	9.77	8.11	1.66	1.66	0.00172	0.00307	2.764471553	2.512861625
8558	chr15	74340095	74344932	4838	*	10.34	10.95	9.28	1.67	1.67	5.56E-08	4.92E-07	7.254925208	6.308034897
8845	chr15	101816749	101818350	1602	*	8.63	7.56	9.23	-1.67	1.67	6.44E-08	5.52E-07	7.191114133	6.258060922
9556	chr16	75680502	75684648	4147	*	10.03	8.96	10.63	-1.67	1.67	6.51E-08	5.56E-07	7.186419011	6.254925208
1218	chr1	93810177	93816903	6727	*	10.44	9.38	11.05	-1.67	1.67	6.75E-08	5.72E-07	7.170696227	6.242603971
21413	chr6	112292532	112296266	3735	*	10.42	9.35	11.02	-1.67	1.67	1.10E-07	8.37E-07	6.958607315	6.077274542
14598	chr2	243029984	243032122	2139	*	8.61	7.54	9.21	-1.67	1.67	1.39E-07	1.01E-06	6.8569852	5.995678626
15905	chr22	38667883	38669607	1725	*	8.56	7.49	9.17	-1.67	1.67	1.64E-07	1.15E-06	6.785156152	5.93930216
6401	chr12	121366603	121367826	1224	*	8.09	7.02	8.69	-1.67	1.67	1.86E-07	1.26E-06	6.730487056	5.899629455
11907	chr19	19143004	19145664	2661	*	9.54	8.48	10.15	-1.67	1.67	1.86E-07	1.26E-06	6.730487056	5.899629455
23608	chr8	22505751	22510259	4509	*	9.8	8.73	10.4	-1.67	1.67	2.06E-07	1.36E-06	6.68613278	5.866461092
8623	chr15	77362506	77363566	1061	*	7.96	6.9	8.57	-1.67	1.67	2.79E-07	1.72E-06	6.554395797	5.764471553
19030	chr5	10567891	10570124	2234	*	8.59	7.53	9.19	-1.67	1.67	3.37E-07	1.99E-06	6.472370099	5.701146924
20674	chr6	26311551	26314509	2959	*	8.24	7.17	8.84	-1.67	1.67	3.56E-07	2.08E-06	6.448550002	5.681936665
6429	chr12	122594313	122600025	5713	*	10.2	10.8	9.13	1.67	1.67	3.77E-07	2.18E-06	6.42365865	5.661543506
8932	chr16	3766546	3768366	1821	*	9.26	8.19	9.86	-1.67	1.67	4.42E-07	2.49E-06	6.354577731	5.603800653
5214	chr12	1310618	1312618	2001	*	8.39	7.33	9	-1.67	1.67	4.99E-07	2.74E-06	6.301899454	5.562249437
5423	chr12	16129725	16133444	3720	*	8.85	9.45	7.78	1.67	1.67	5.71E-07	3.06E-06	6.243363892	5.514278574
1054	chr1	75198251	75199761	1511	*	7.97	6.91	8.58	-1.67	1.67	5.75E-07	3.07E-06	6.240332155	5.512861625
49	chr1	2252208	2255525	3318	*	10.68	11.29	9.62	1.67	1.67	5.78E-07	3.09E-06	6.238072162	5.510041521
6142	chr12	97300172	97302021	1850	*	9.09	8.02	9.7	-1.67	1.67	6.05E-07	3.20E-06	6.218244625	5.494850022
638	chr1	36721943	36726713	4771	*	9.82	8.75	10.42	-1.67	1.67	6.15E-07	3.23E-06	6.211124884	5.490797478
21439	chr6	116531067	116533001	1935	*	8.05	8.66	6.98	1.67	1.67	6.33E-07	3.31E-06	6.19859629	5.480172006
4398	chr11	59521799	59524406	2608	*	9.38	8.31	9.99	-1.67	1.67	6.55E-07	3.40E-06	6.1837587	5.468521083
12900	chr2	32359019	32361890	2872	*	8.84	9.44	7.77	1.67	1.67	6.68E-07	3.45E-06	6.175223538	5.462180905
11217	chr18	43771766	43778078	6313	*	10.62	11.22	9.55	1.67	1.67	6.78E-07	3.49E-06	6.168770306	5.457174573
23669	chr8	27540230	27542205	1976	*	8.02	6.95	8.62	-1.67	1.67	7.78E-07	3.90E-06	6.109020403	5.408935393
16774	chr3	69226877	69230032	3156	*	10.1	10.7	9.03	1.67	1.67	8.19E-07	4.06E-06	6.086716098	5.391473966
6484	chr12	125148979	125151034	2056	*	8.19	8.8	7.13	1.67	1.67	8.79E-07	4.30E-06	6.056011125	5.366531544
8895	chr16	2255051	2256403	1353	*	8.14	7.07	8.74	-1.67	1.67	1.02E-06	4.84E-06	5.991399828	5.315154638
17394	chr3	151866805	151870986	4182	*	9.56	8.49	10.16	-1.67	1.67	1.11E-06	5.21E-06	5.954677021	5.283162277
22391	chr7	43592819	43594617	1799	*	8.89	9.5	7.83	1.67	1.67	1.17E-06	5.41E-06	5.931814138	5.266802735
8444	chr15	66023935	66027679	3745	*	9.18	8.11	9.78	-1.67	1.67	1.23E-06	5.64E-06	5.910094889	5.248720896
14272	chr2	213775902	213780652	4751	*	10.44	11.05	9.37	1.67	1.67	1.52E-06	6.71E-06	5.818156412	5.17327748
23533	chr8	17517762	17521337	3576	*	10.01	10.61	8.95	1.67	1.67	1.52E-06	6.73E-06	5.818156412	5.171984936
10157	chr17	30079425	30084066	4642	*	10.02	10.62	8.95	1.67	1.67	1.58E-06	6.95E-06	5.801342913	5.158015195
24785	chr9	27518661	27521373	2713	*	10.11	10.72	9.05	1.67	1.67	1.94E-06	8.23E-06	5.71219827	5.084600165
25025	chr9	80526422	80529644	3223	*	9.76	10.37	8.7	1.67	1.67	2.34E-06	9.58E-06	5.630784143	5.018634491
16389	chr3	32269226	32271992	2767	*	9.57	10.18	8.51	1.67	1.67	2.83E-06	1.12E-05	5.548213564	4.950781977
5989	chr12	76337550	76339905	2356	*	8.23	8.83	7.16	1.67	1.67	3.65E-06	1.38E-05	5.437707136	4.860120914
2619	chr1	243819817	243823212	3396	*	8.92	9.53	7.85	1.67	1.67	3.72E-06	1.40E-05	5.42945706	4.853871964
13236	chr2	65508684	65510272	1589	*	8.07	8.68	7.01	1.67	1.67	3.76E-06	1.41E-05	5.424812155	4.850780887
14939	chr20	39606109	39611402	5294	*	9.81	8.74	10.42	-1.67	1.67	3.76E-06	1.41E-05	5.424812155	4.850780887
15908	chr22	38687595	38690056	2462	*	8.24	7.18	8.85	-1.67	1.67	4.11E-06	1.52E-05	5.386158178	4.818156412
6185	chr12	104234209	104236354	2146	*	8.58	7.52	9.19	-1.67	1.67	4.81E-06	1.74E-05	5.317854924	4.759450752
9022	chr16	14602340	14606416	4077	*	8.6	9.2	7.54	1.67	1.67	4.97E-06	1.79E-05	5.303643611	4.747146969
12490	chr19	54121493	54127201	5709	*	10.01	8.95	10.62	-1.67	1.67	5.73E-06	2.01E-05	5.241845378	4.696803943
4763	chr11	76282559	76292116	9558	*	12.01	12.62	10.95	1.67	1.67	6.19E-06	2.15E-05	5.208309351	4.66756154
7784	chr14	90278707	90282212	3506	*	9.71	10.31	8.64	1.67	1.67	7.12E-06	2.42E-05	5.147520006	4.616184634
16984	chr3	111545051	111549038	3988	*	11.15	11.75	10.08	1.67	1.67	7.62E-06	2.56E-05	5.118045029	4.591760035
14553	chr2	238199115	238201307	2193	*	8.31	8.91	7.24	1.67	1.67	7.83E-06	2.62E-05	5.106238238	4.581698709
10527	chr17	57516263	57518229	1967	*	8.11	8.71	7.05	1.67	1.67	8.12E-06	2.70E-05	5.090443971	4.568636236
25027	chr9	80575118	80578646	3529	*	8.26	7.2	8.87	-1.67	1.67	1.10E-05	3.50E-05	4.958607315	4.455931956
3971	chr11	3765694	3768392	2699	*	8.05	6.98	8.65	-1.67	1.67	1.14E-05	3.59E-05	4.943095149	4.444905551
1289	chr1	100623358	100625034	1677	*	8.4	7.33	9	-1.67	1.67	1.31E-05	4.06E-05	4.882728704	4.391473966
2048	chr1	184727770	184729674	1905	*	8.27	8.88	7.21	1.67	1.67	1.37E-05	4.23E-05	4.863279433	4.373659633
71	chr1	6498323	6500385	2063	*	8.06	7	8.67	-1.67	1.67	1.54E-05	4.66E-05	4.812479279	4.331614083
13135	chr2	54898932	54901716	2785	*	9.63	8.57	10.23	-1.67	1.67	2.30E-05	6.58E-05	4.638272164	4.181774106
23011	chr7	116270108	116271878	1771	*	8.14	7.08	8.75	-1.67	1.67	2.40E-05	6.83E-05	4.619788758	4.165579296
932	chr1	56750216	56753772	3557	*	9.09	9.69	8.02	1.67	1.67	2.84E-05	7.89E-05	4.54668166	4.102922997
697	chr1	39719068	39722528	3461	*	8.51	9.11	7.44	1.67	1.67	3.67E-05	9.87E-05	4.435333936	4.005682847
3998	chr11	6340127	6342222	2096	*	8.31	8.92	7.24	1.67	1.67	4.38E-05	0.000115	4.358525889	3.93930216
2860	chr10	13304820	13307231	2412	*	8.02	8.63	6.96	1.67	1.67	5.83E-05	0.000148	4.234331445	3.829738285
20024	chr5	148635656	148637586	1931	*	8.19	8.79	7.13	1.67	1.67	5.88E-05	0.000149	4.230622674	3.826813732
282	chr1	19723988	19727666	3679	*	9.14	9.74	8.07	1.67	1.67	7.44E-05	0.000183	4.128427064	3.73754891
20430	chr6	7691260	7693193	1934	*	8.74	9.35	7.68	1.67	1.67	0.000133	0.000306	3.876148359	3.514278574
7682	chr14	76017688	76019883	2196	*	8.17	8.78	7.11	1.67	1.67	0.00019	0.000421	3.721246399	3.375717904
2660	chr1	246041462	246043352	1891	*	8.07	8.68	7.01	1.67	1.67	0.000448	0.000911	3.348721986	3.040481623
18891	chr4	181579740	181581921	2182	*	8.73	9.34	7.67	1.67	1.67	0.00305	0.00519	2.515700161	2.284832642
23305	chr7	148808796	148811272	2477	*	8	8.61	6.94	1.67	1.67	0.00538	0.00872	2.269217724	2.059483515
18854	chr4	171034588	171038942	4355	*	9.53	10.14	8.46	1.68	1.68	3.36E-08	3.33E-07	7.473660723	6.477555766
13507	chr2	99770751	99772684	1934	*	9.49	8.42	10.1	-1.68	1.68	5.63E-08	4.97E-07	7.249491605	6.303643611
22329	chr7	34797029	34799203	2175	*	8.96	7.89	9.57	-1.68	1.68	6.01E-08	5.23E-07	7.221125528	6.281498311
236	chr1	16766690	16768277	1588	*	8.23	7.16	8.83	-1.68	1.68	7.07E-08	5.94E-07	7.150580586	6.226213555
20144	chr5	168417688	168420415	2728	*	10.02	10.62	8.94	1.68	1.68	9.53E-08	7.48E-07	7.020907099	6.126098402
14117	chr2	194211768	194213188	1421	*	8.1	7.03	8.71	-1.68	1.68	1.17E-07	8.84E-07	6.931814138	6.053547735
18732	chr4	153193557	153196848	3292	*	9.68	10.29	8.61	1.68	1.68	1.34E-07	9.81E-07	6.872895202	6.008330993
16123	chr3	5430125	5432727	2603	*	8.38	7.3	8.99	-1.68	1.68	1.47E-07	1.05E-06	6.832682665	5.978810701
17252	chr3	137583743	137589555	5813	*	11.79	12.4	10.72	1.68	1.68	2.02E-07	1.34E-06	6.694648631	5.872895202
1279	chr1	100229135	100232824	3690	*	9.51	8.43	10.11	-1.68	1.68	2.06E-07	1.36E-06	6.68613278	5.866461092
11689	chr19	10350128	10359860	9733	*	11.42	12.03	10.34	1.68	1.68	2.24E-07	1.45E-06	6.649751982	5.838631998
19761	chr5	118787756	118789191	1436	*	8.79	7.72	9.4	-1.68	1.68	2.45E-07	1.55E-06	6.610833916	5.809668302
22672	chr7	80532550	80535537	2988	*	9.06	7.99	9.67	-1.68	1.68	2.68E-07	1.66E-06	6.571865206	5.779891912
19147	chr5	34733977	34738428	4452	*	9.84	10.44	8.76	1.68	1.68	2.90E-07	1.77E-06	6.537602002	5.752026734
1496	chr1	144519084	144521953	2870	*	8.8	7.73	9.41	-1.68	1.68	3.14E-07	1.88E-06	6.503070352	5.725842151
7676	chr14	75665352	75672328	6977	*	10.1	10.71	9.03	1.68	1.68	3.67E-07	2.13E-06	6.435333936	5.671620397
15789	chr22	32144992	32146827	1836	*	8.45	7.38	9.06	-1.68	1.68	4.83E-07	2.67E-06	6.316052869	5.573488739
879	chr1	53016577	53020460	3884	*	9.82	8.74	10.42	-1.68	1.68	5.05E-07	2.77E-06	6.296708622	5.557520231
6222	chr12	105723852	105733547	9696	*	11.59	12.2	10.51	1.68	1.68	5.51E-07	2.97E-06	6.258848401	5.527243551
1398	chr1	113931170	113934862	3693	*	9.37	8.29	9.97	-1.68	1.68	5.61E-07	3.02E-06	6.251037139	5.519993057
896	chr1	54421714	54424025	2312	*	8.96	7.89	9.57	-1.68	1.68	5.71E-07	3.06E-06	6.243363892	5.514278574
